,index,date,time,user_name,text,retweeted,preprocessed_text
795,649,13/02/2018,11:07,Iam_BlackRanger,Do not waste your time at @curryspcworld Wolverhampton. Why hire staff if they only know what they are talking about?,False,
796,650,13/02/2018,10:48,ArleneMcNaught,"@curryspcworld 1 no show delivery, 2 attempts with damaged appliances & then advised we can’t do anything as the vans not back! Customer service fail!",False,
797,651,13/02/2018,10:37,trooperbts,@curryspcworld thought you like to know the tumble dryer we got from you has broken down .got someone to fix and they said the parts inside the hotpoint wasn’t hotpoint parts .do you know this is happening #ripoff,False,
798,652,13/02/2018,10:33,Magdooska,"@curryspcworld   then that ""someone"" of course does not call and when I call you hang up on me... I've heard of some creative ways to hold on to someone else's money for a little longer but this is beyond me.... next time I'll take my business elsewhere",False,
799,653,13/02/2018,10:32,Magdooska,@curryspcworld your business refund processes are beyond ennoying... so I cannot get my OWN money back until you get someone two days later to call me to convince me to not ask for a refund,False,
800,654,13/02/2018,10:24,BuildNarratives,. @TeamKnowhowUK @curryspcworld. Your 2 men delivering new fridge verbally abused my wife with F-Bomb because we live in a flat without stairs. Fridge dumped out of van / new wooden floor scratched. Utterly disgusted. I demand apology and refund. DM me.,False,
801,655,13/02/2018,10:23,jourdemayne,"I have gained the impression that @curryspcworld customer 'care' is a giant sausage machine through which we must all be milled. Nobody is accountable, and the service is slow and badly signed. I sooooo wish I had gone to @johnlewisretail again :-(",False,
802,656,13/02/2018,10:22,jourdemayne,"The only people more irritated than me are @curryspcworld staff who get people yelling at them (not me, BTW) despite them frequently sending it up the chain that the auto message is wrong.",False,
803,657,13/02/2018,10:20,jourdemayne,"It appears that @curryspcworld regularly send out texts that say the item is on store today, when it means tomorrow. The laptop already needs a repair after only 2.5 months, & now I get to waste time going to a collection that doesn't exist.",False,
804,658,13/02/2018,10:14,SavageBombers,Somebody.. http://PayPal.me/MarnieM  buy me a new PC please  I will write your name on my wall  But seriously i am so pissed... soweee for the rant  BUT @curryspcworld NEVER BUYING SHIT FROM YOU EVER AGAIN https://twitter.com/savagebombers/status/963475738505687041 …,False,
805,659,13/02/2018,10:13,VictoriasBlog,Can't believe I spent a lot of money on a laptop last October from @curryspcworld and it's completely broken beyond repair. Barely even touched. Absolutely devastated  @TeamKnowhowUK,False,
806,660,13/02/2018,10:05,HashDar,Thanks. Going to call up the FCA tomorrow and go from what they advise.,False,
807,661,13/02/2018,10:04,FI_DADA,You should get the trading standards or even the financial ombudsman involved. Only way they will get there ass’s moving. It works every time !!!!!,False,
808,662,13/02/2018,10:03,iain_gorry,"I've walked out because of it mate, they know your there just dont seem to be arsed not getting anymore cash out of me.",False,
809,663,13/02/2018,10:02,SavageBombers,"I absolutely hate @curryspcworld customer service, sent my PC in so many times and just took it in for a fan problem... THEY RESET MY PC ( i know it is a risk but this is fucking so annoying ) . Please never buy a pc from them  Lost all my shit  Including my dogs pics RIP",False,
810,664,13/02/2018,09:45,jillstanton20,"Shame on @curryspcworld, my elderly parents paid a connection fee for washing machine, delivery guys did not connect but currys still got paid ",False,
811,665,13/02/2018,09:07,SimarinerGY,"In fact I'm being too polite as there was 'no' customer service skills or 'no' selling skills. 

Training needed in Grimsby @curryspcworld to at least try to smile and acknowledge paying customers.",False,
812,666,13/02/2018,08:50,CallumECooper,That’s not good :-(,False,
813,667,13/02/2018,08:38,MattKCACO,"Just went into @curryspcworld ready to spend £600 on a laptop. Told I couldn't view it without the security chain bolting it down in case I stole it. Awful customer service. You want customers money but treat then like thieves, guess I'll spend my money elsewhere.",False,
814,668,13/02/2018,08:38,jh_heather,"Washing machine. ""It will be in on Tuesday"" Checked then and they meant ""...in a warehouse in Newark"" That's 125 miles away. ""It'll be in-store in a week"" ""Cancel that one and put one of the cheap ones in my car now!""  ""O.K""",False,
815,669,13/02/2018,08:33,jourdemayne,"Hello @curryspcworld. Apparently, your txt ""Your product is now in-store and ready for collection"" ACTUALLY means that it will be ready tomorrow. That was a waste of 2 work hours. Do you need a proof-reader for your txts?",False,
816,670,13/02/2018,08:32,MisterToo,Great to hear some positive feedback for these guys dude ,False,
817,671,13/02/2018,08:28,chaoswelly,"Taken to Twitter many times to complain about poor service, but this time it's quite the opposite, @TeamKnowhowUK and @curryspcworld have gone above and beyond to make sure I was taken care of. Thanks guys.",False,
818,672,13/02/2018,08:26,SkyBet_Champ,@curryspcworld do you have an email address I can contact regarding a partnership? Thank you,False,
820,674,13/02/2018,08:06,Iammxphoenix,Been waiting 15 minutes at the know how desk at @curryspcworld this is the shit customer service they give,False,
821,675,13/02/2018,07:48,Nemesis0_,Got it from in store @curryspcworld in the uk so was easy to click and collect.,False,
822,676,13/02/2018,07:25,IamAWatka,"@curryspcworld @DPD_UK Hi, I'm currently waiting for a phone to be delivered; ordered on 5 Feb. Bit unclear as to where it's got to. The DPD order tracker says ""We've received your order details, and we're expecting your parcel shortly"". Currys website saying it's been dispatched",False,
823,677,13/02/2018,07:00,FashionTrendsEv,"Get your Kitchen Appliances, TV+Entertainment, Cameras, Audio, Computing, PC Accessories, Phones & Smart Tech {https://www.currys.co.uk/gbuk/index.html?awc=1599_1514296146_54ec51c91ee449d79fc9d4e8df0bfed5&srcid=369&xtor=AL-1&cmpid=aff~http%3A%2F%2Fwww%2Ethelondontree%2Ecom%2F~Media%20Content~229659&awid=229659 …} From CURRYS PC WORLD||#Curryspcworld #currys #pcworld #london #england #ireland #wales #scotland #londonislovinitpic.twitter.com/ruZiTbyjwj",False,
824,678,13/02/2018,06:58,HashDar,Not when it’s a circus of a company and your left talking to clowns ,False,
825,679,13/02/2018,06:50,ZaynShah,Surely @curryspcworld should send you a replacement TV and deal with whatever issues they have in-house?,False,
826,680,13/02/2018,06:49,HashDar,"What a circus of a company. Hours after speaking to there customer service team, again I am being subjected to conflicting stories regarding the TV. An hour ago the tv was found, repaired and ready to be deliveried. Now it’s being investigated and they have up to 48 days ",False,
827,681,13/02/2018,06:32,lindsaydr,@curryspcworld Samsung SmartThings starter kits have gone up in price! You planning a massive sale price on this or something?? pic.twitter.com/IkmmgeCA9N,False,
828,682,13/02/2018,06:31,CoolJayne,"@curryspcworld I made a purchase yesterday - nothing that needed me to give my address. But when I declined to give it as I don't want marketing, I was told by the sales asst that she couldn't process my purchase on the till without my address
WHY?!
Some 'Big Brother' scheme?!",False,
829,683,13/02/2018,06:14,Gremlimuk,My mouth ,False,
830,684,13/02/2018,05:53,DebbieMcCarthy7,"@curryspcworld CUR1850736320 u took payt in full on 1st Feb, still no goods arrived & I'm told u have issue with World Pay. Phoned 5 times, each time u haven't done anything, but still have my money!  Appalling service",False,
831,685,13/02/2018,05:43,RichGittins,"Went to buy a new laptop @curryspcworld today. Left after crappy customer service, misinformation and a surprise £10 added to the advertised price.",False,
832,686,13/02/2018,05:37,NikhilPatel_1,Need some customer assistance please. Can You dm?@curryspcworld,False,
833,687,13/02/2018,05:14,lindsaywilk,@curryspcworld no delivery of a fridge freezer today as landlady ordering it out next door neighbours house number down. Was obvious it was for me with an old fridge freezer outside plus £150 Tesco’s shop. Come on this needs sorting now!!,False,
834,688,13/02/2018,05:11,agitatedgoose,@TeamKnowhowUK @curryspcworld hi are you able to produce me a copy receipt if I have the reservation number that the item was ordered against? Thanks,False,
835,689,13/02/2018,05:05,Emma2718,"Just remember to charge it lol, sometimes I forget and when I need it, it’s dead lol x",False,
837,691,13/02/2018,04:36,monchand,I explained I brought a PSVR from @curryspcworld but it was a dud. When I brought it it was sale price. Currys took 6 weeks to refund and now it's back up to full price. Am gutted cause A) not sure I can afford new price and B) will the next 1 be faulty #imsad #disappointed,False,
838,692,13/02/2018,04:27,YenOriental,Wow the staff @curryspcworld  are amazing a hide and seek on those grounds I’ve decided to go seek my new fridge and washing machine elsewhere,False,
839,693,13/02/2018,04:22,ToxicSmoggie,"@TeamKnowhowUK I purchased a laptop on Saturday @curryspcworld in Teesside park and it was running a little slow, so (cont) http://tl.gd/n_1sqeecb ",False,
840,694,13/02/2018,04:10,1888Shak,@curryspcworld free customer service number for this useless company?,False,
841,695,13/02/2018,03:00,pinkyawn,@curryspcworld just placed order for same day delivery and have a “your order has been cancelled” email. I need it today for work please assist,False,
842,696,13/02/2018,02:53,MTitleyHarris,Yes!!! New washing machine ordered. @curryspcworld pic.twitter.com/O1YB4Xc4BG,False,
843,697,13/02/2018,02:50,simonhall1974,Spot on service from Danny in #worksop @curryspcworld ,False,
844,698,13/02/2018,02:46,HashDar,"Been sent on a wild goose chase trying to get some info from them. Shoved from pillar to post, conflicting stories I’ve now lost count. One minute it’s been stolen, then it’s at Aylesbury or Stevenage, then Newark. Load of rubbish!!!",False,
845,699,13/02/2018,02:43,HashDar,Won’t ever be buying a TV from @curryspcworld again!!,False,
846,700,13/02/2018,02:38,claybuster216,One day delivery= Three days no delivery & no response from calling. Terrible customer services @curryspcworld,False,
847,701,13/02/2018,02:38,ZaynShah,@curryspcworld How does anyone lose a TV? Need a new TV won't be buying from here then...,False,
848,702,13/02/2018,02:33,HashDar,Nightmare scenario being a @curryspcworld customer. By far the worst customer aftercare after losing our TV in one of their depos !!! #shambolic,False,
849,703,13/02/2018,02:23,GregoryTKint,"@curryspcworld ""You should normally expect to receive your refund within 5 working days""... that was 10 days ago!  Returns procedure is all but swift...",False,
850,704,13/02/2018,02:18,Colin_Tonge,Just discovered charges on my bill from this too... Is it even legal to add someone to a distribution list without their consent where it costs them money to opt out!!?!,False,
851,705,13/02/2018,02:04,DannyCap6,"@curryspcworld please can I have the direct contact number for Truro Cornwall store. I have an RA number to change TV, but I want them to order it into store for me so I can pick up when I return old one.. many thanks",False,
852,706,13/02/2018,01:25,GNorris75,Thanks @curryspcworld Your team knowhow really knew how to break my girl’s wall ornament when they delivered our new fridge yesterday. Coupled with the arguing & swearing at each other @mnorris76pic.twitter.com/ja0x4WotOi,False,
853,707,13/02/2018,01:07,SWChorltonirish,#currys #curryspcworld fantastic attitude from the driver of this vehicle this morning. Blocked… https://www.instagram.com/p/BfIZlqpBGTr/ ,False,
854,708,13/02/2018,00:30,JCPinSwanseaBay,Are you big on customer service and genuinely helpful in your approach?  Sales Consultant Part Time / Permanent @curryspcworld #SwanseaJobs For Details: http://ow.ly/dDd230ij1wk pic.twitter.com/loKSv8h4Eh,False,
855,709,13/02/2018,00:25,BrettArchibald,"Come on @curryspcworld, seriously, sort your filters out - it's not that difficult... pic.twitter.com/sFvxfznpi1",False,
856,710,13/02/2018,00:15,VickiHazledine,So when are you going to discuss? Such appalling service from @curryspcworld very disappointing. I'm still waiting for my compensation for you taking my £500 for a month.,False,
857,711,12/02/2018,23:14,abbixcooper,@curryspcworld tel:0114 202806407 a genuine phone number of yours?!,False,
858,712,12/02/2018,21:46,_Alice_Lily_,"@TeamKnowhowUK @curryspcworld Hi, I recently purchased a canon dslr eos1300d . The product description stated it came with a free camera bag but I didn't get this. Was this something I did wrong or was it missed off my order? Order CUR1850832279. Thank you very much",False,
859,713,12/02/2018,15:50,saltaire123,"No matter how big or small, all donations would be great fully received. Let’s make a difference together until there’s a cure!!! @nextofficial @SportsDirectUK @Argos_Online @adidasfootball @adidas @PottingShedGuis @asda @Morrisons @AldiUK @curryspcworld @PizzaExpress @NandosUKhttps://twitter.com/saltaire123/status/963186054592368640 …",False,
860,714,12/02/2018,14:46,USSRdaddies,@curryspcworld I need some help could you please follow me so I can DM you with my issue? Thanks!,False,
861,715,12/02/2018,14:30,LiffeyKing,"Currys why oh why oh why?
I bought a laptop last September. Have just discovered that you've been taking 'Product Support' charges from two credit cards of mine since then....unauthorised!!",False,
862,716,12/02/2018,14:23,Colin10971,@curryspcworld Bought a washer from Northwich for our 78 year old Auntie. When I opened the packaging it was damaged. Really good service from the store they deliver a new one and took the damaged one away plus the packaging from the new one. Pass on my thanks to the store. ,False,
863,717,12/02/2018,13:41,judithcookepics,"@curryspcworld massive thank you to your fab team at Methyr Tydfil store. Helped me select a great purchase and their knowledge and help was outstanding. Richard, Julian, Tom, Curtis and Amazing RJ. Buying anything electrical get to Merthyr Tydfil store",False,
864,718,12/02/2018,12:39,Battlefy,YOU GOT IT,False,
865,719,12/02/2018,11:59,belshaw_tom,Absolutely amazing service from Ross tonight at @curryspcworld store in Cheltenham on the service desk- one very happy 6 year old and one relieved Daddy. Thank you! #legendaryservice,False,
866,720,12/02/2018,11:47,williams_id,You need a tick next to your name to get a response,False,
867,721,12/02/2018,11:40,YoungAmpedd,idk can they :),False,
868,722,12/02/2018,11:08,robin_bamboo,"Cannot believe how awful our experience has been of @curryspcworld and @Acer - laptop has been sent to Acer for repair twice in a month, it's just come back and it's still broken. Surely it's time to replace not repair?",False,
869,723,12/02/2018,10:54,leeleeauz,I need someone to please call me regarding a failed delivery and poor customer service @curryspcworld,False,
870,724,12/02/2018,10:49,MTChoudhury,Did you actually just keep me waiting on the phone for 30mims and then cut me the fuck off!!?? WTF!!!! @curryspcworld,False,
871,725,12/02/2018,10:36,lanre__badmus,"In case you want to be generous, I would love a digital camera (NIKON D3400 DSLR Camera with 18-55 mm f/3.5-5.6 Lens - Black )- it cost only £459 on @curryspcworld. Cheers https://twitter.com/gtbank/status/963118008964206592 …",False,
874,728,12/02/2018,10:00,vouchercodesuk,The perfect time to treat a loved one as we've got an exclusive reward with @curryspcworld  Spend £200 and get a free £10 voucher to spend with them. Shop here: http://bit.ly/2kLFK5y pic.twitter.com/ruKxl6ZwiW,False,
875,729,12/02/2018,10:00,ESLUK,"[LIVE]  Week 5 of The @ESL Premiership 2018 Spring Season for @Rainbow6Game! https://www.twitch.tv/ESL_R6S 

Powered by @IntelUK & @curryspcworld! #ESLPrempic.twitter.com/jeXhrVyuNI",False,
876,730,12/02/2018,09:54,_JacobTheBear_,Looking forward to you binning off Xbox and moving to PC next season.  But for the time being. Leggo @Vexed_GG,False,
878,732,12/02/2018,09:51,KaragGaming,To qualify for the @curryspcworld @OMENbyHP  league of legends finals,False,
879,733,12/02/2018,09:47,aspergrations,"Shame that @curryspcworld team know how doesn't seem to know how to deliver my oven today as promised. Waited in all day to get a phone call at 5.30 to say won't be today maybe Wednesday or Thursday. Now being passed from ""know how"" agent to agent.",False,
881,735,12/02/2018,09:30,TheLondonTree,"Get your Kitchen Appliances, TV+Entertainment, Cameras, Audio, Computing, PC Accessories, Phones & Smart Tech {https://www.currys.co.uk/gbuk/index.html?awc=1599_1514296146_54ec51c91ee449d79fc9d4e8df0bfed5&srcid=369&xtor=AL-1&cmpid=aff~http%3A%2F%2Fwww%2Ethelondontree%2Ecom%2F~Media%20Content~229659&awid=229659 …} From CURRYS PC WORLD||#Curryspcworld #currys #pcworld #london #england #ireland #wales #scotland #londonislovinitpic.twitter.com/hl1v7qcJZu",False,
882,736,12/02/2018,09:25,canyegul,@curryspcworld @TefalUK We are using this #tefal #fasteo iron but we are not happy with the results of it.. I think it’s a good iron but maybe something is wrong with it idk. Cus it never flattens the fabrics.pic.twitter.com/SRW7s8v49U,False,
883,737,12/02/2018,09:17,matt_elmo,"@curryspcworld @TeamKnowhowUK Hi guys. Went to buy a laptop today, told out of stock, (despite checking beforehand) went to another store 35 miles away, in stock but £50 more? Seems like wrong price in 1st store, wasn't willing to discount. Can you help?pic.twitter.com/3dlPbuXXgx",False,
884,738,12/02/2018,09:03,Dogsbodyone,@curryspcworld every fucking phone number goes to same crap call handling system. How the fuck am I ment to complain when you pretend all is rosy?,False,
885,739,12/02/2018,09:00,Dogsbodyone,@curryspcworld Can I have a phone number for Complaints? Waited all day for delivery now cannot find my way through shite call handling bollocks,False,
886,740,12/02/2018,08:59,Dogsbodyone,Cocked up again and ordered online from #CurrysPCWorld. Christ knows where my orgder is and no way to speak to anyone at #Currys. Usual shambles.,False,
887,741,12/02/2018,08:44,sparkyhark,@curryspcworld is your Wednesbury store open today? Or is it still having its refurb?,False,
888,742,12/02/2018,08:36,weekev1,"Hi @curryspcworld @DPD_UK i have an order from Currys which requested to be dropped off at a dpd pick up shop. When i log into track the order, it says that it was delivered and signed for. But i havent signed for it? Please advise",False,
889,743,12/02/2018,08:07,NorthQuayShop,"Track steps, distance, calories, heart rate and monitor your sleep with a Garmin Vivosmart 3 HR from @curryspcworld pic.twitter.com/UdveYkjCuX",False,
890,744,12/02/2018,07:45,BenShaw123,Outrageously bad customer service from @curryspcworld. First they refuse to fit my product and now won’t give me a refund unless I go back to the store I bought my item from. Sort it out.,False,
891,745,12/02/2018,07:44,angieb1712,"Went to buy a kitchen aid food mixer in January. Chose the one I wanted ft the range on display, didn’t have any in stock and weren’t sure when get new ones on. @curryspcworld   Not really the best place to shop.",False,
892,746,12/02/2018,07:37,elmaxoloco,"Awkward moment when you go to return your Go Pro cos of yellow showing up on the corners of the screen, approach a group of CurrysPcWorld workers and then explain, show them and it starts to work fine! 20 mins later what's the issue? A finger print on the lense... AWKWARD!!",False,
893,747,12/02/2018,07:20,angieb1712,"@curryspcworld bought a washer and dryer a year ago and took extra cover for service/repair  Rubbish service, staff not knowing where to direct me, 3 calls made. Service is a valet. By the time pay the monthly fee could have a new appliance for the same amount. Never again",False,
894,748,12/02/2018,07:12,ParsonageShop,"Track steps, distance, calories, heart rate and monitor your sleep with a Garmin Vivosmart 3 HR from @curryspcworld pic.twitter.com/Cjjoyf5ZbU",False,
895,749,12/02/2018,07:00,FashionTrendsEv,"Get your Kitchen Appliances, TV+Entertainment, Cameras, Audio, Computing, PC Accessories, Phones & Smart Tech {https://www.currys.co.uk/gbuk/index.html?awc=1599_1514296146_54ec51c91ee449d79fc9d4e8df0bfed5&srcid=369&xtor=AL-1&cmpid=aff~http%3A%2F%2Fwww%2Ethelondontree%2Ecom%2F~Media%20Content~229659&awid=229659 …} From CURRYS PC WORLD||#Curryspcworld #currys #pcworld #london #england #ireland #wales #scotland #londonislovinitpic.twitter.com/ruZiTbyjwj",False,
896,750,12/02/2018,06:53,kirstylian,"@curryspcworld  maybe a refresher training for your store manager in customer service! At the crewe store this afternoon, came across quite rude and didnt listen to what was asked! #orderonlinesomewhereelse",False,
897,751,12/02/2018,06:49,ToryChaos,So @curryspcworld @TeamKnowhowUK  have finally written off there dodgy not fit for purpose washing after 6 engineer visits in a year!!! Not over yet as I have to wait for a code to get a replacement & then for delivery!!! Horrific service,False,
898,752,12/02/2018,06:42,NGNico_,@curryspcworld Hello. I returned my faulty phone via DPD collection last week but my yourplan account hasn’t updated to 0. I’m trying to email but getting no replies. Can you please help.,False,
899,753,12/02/2018,06:36,yelyahislife,@curryspcworld how do I go about getting a receipt for a order I placed online?,False,
900,754,12/02/2018,06:23,bydiscountcodes,"Limited Offers. Big Sale. Save up to 50% Off. https://buff.ly/2nVvIBd 
#bydiscountcodes #discounts #vouchers #Sales #promos @curryspcworld pic.twitter.com/ozbBOkUZIv",False,
901,755,12/02/2018,06:14,craig1eighty,@curryspcworld interesting how you feel your policies take precedent over and above the consumer rights act 2015...,False,
902,756,12/02/2018,05:25,tarekac,"@curryspcworld @TeamKnowhowUK you have managed to sell me the wrong oven TWICE. 
5th week now still without an oven.

Staff are ok but you don't give them right tools to do their job:

Infuriatingly slow in-store access to stock (had to use my phone), which has incorrect info",False,
903,757,12/02/2018,05:04,_emmalouise1996,"After ordering my MacBook Air on Christmas night and after countless problems with @curryspcworld , everything is finally sorted and I’ve got my refund , never ordering offline again",False,
904,758,12/02/2018,04:45,topriddy,Heh. @curryspcworld with the romantic ideas ,False,
905,759,12/02/2018,04:40,JamieSMcC,@curryspcworld Great service in Irvine store today. Advised to travel 35 miles to another store to try the Sonos Play 3 against Play 5 even though he could tell me there were 2 in stock... think I’ll try elsewhere!!,False,
906,760,12/02/2018,03:34,googlyks,Utterly appalled that statutory rights to replace faulty iPad being ignored @curryspcworld @teamknowhow with no response whatsoever for over a week! @apple confirmed they would have replaced on the spot so perhaps they should reconsider their suppliers!,False,
907,761,12/02/2018,02:47,SteShepherd,Please can you also respond to the original query I raised via missingcashbackclaims on your website regarding @curryspcworld which should have been £100+ inline with your offer rather than ignoring?,False,
908,762,12/02/2018,02:39,SteShepherd,"Sorry but followed your rules on the site made the purchases inline with the guides you (not the retailer) set out, therefore, I expect the cashbask to come from you. I see you re still advertising @curryspcworld despite claiming they won't play you?",False,
909,763,12/02/2018,02:35,SGillPhoto,@curryspcworld not happy with the service from KnowHow. Been paying insurance each month yet rubbish customer service and having to wait... thought that was the whole point of insurance?!,False,
910,764,12/02/2018,02:32,chrisfordham86,@curryspcworld @SamsungUK shocking experience with your ms650 soundbar. It turns itself off after 5 minutes of having the tv on pause! Ive returned it twice and the customer service @curryspcworld has been awful. First time I’ve broguht from them but NO ONE seems to care!,False,
911,765,12/02/2018,02:30,NiamhBranaghan,@curryspcworld Can’t believe how appalling your customer service is despite admitting you made an error & owe me money. Your customer services representatives have completely ignored my message from last week & still no refund received.. it’s been 2 weeks!!,False,
912,766,12/02/2018,02:03,Tobylundin,Anyone else found out that @curryspcworld adding an “insurance” to your purchase without you knowing? Look for #Productsupportag in your bank statement. #teamknowhow #ppi,False,
913,767,12/02/2018,01:57,jimmyoates,@curryspcworld Hi. When engineers came on Sat I was informed that 1st installation left leaking waste pipe on my washing machine. This water to soak into my new kitchen units and it has begun to swell. Please advise how I can go about complaining & making a claim for this damage,False,
914,768,12/02/2018,01:51,braelodge,@curryspcworld ......thank you for the prompt delivery this morning. #CustomerExperience ,False,
915,769,12/02/2018,01:46,dammi1954,"@curryspcworld It's been about 2 years since I bought the diswasher from you including a paid 7 year guarantee. Several engineers came, but my machine is worst than a secondhand one. Why?",False,
916,770,12/02/2018,01:30,mundo2,@curryspcworld Can you price match product 160468 against Amazon please and reduce the price on your website?,False,
917,771,11/02/2018,23:44,carlenewood88,how we can we check if you have stock in store @curryspcworld,False,
918,772,11/02/2018,23:16,crompton_ann,"Wondering what has happened to my order.....got up extremely early on day off for my delivery, only for it not to be on the wagon, extremely concerned about my order and when or whether it is going to eventually turn up? #curryspcworld #teamknowhow",False,
919,773,11/02/2018,18:43,RadishBrain,"@curryspcworld Hi, can I get a small item transferred from one store to my local store please? Reserved something at Kendal store but unforeseen events mean I can get to the store and would be great to get it moved to my wigan store please so I can then collect please ",False,
920,774,11/02/2018,15:56,YesiiLad,@pcworld @curryspcworld so today I got a £900 GAMING PC from you and it can’t run @FortniteGame absolute joke...,False,
921,775,11/02/2018,14:34,maddie_hayter,If our computer ever has a problem never take it to @curryspcworld my laptop came out worse than it came I'm all for £60 !!! >:(,False,
922,776,11/02/2018,14:17,bajablonski,"@curryspcworld Hi, I bought a laptop at the weekend but it's not performing as described. Can I return it to any PC World store, or do I have to go to the one I bought it from?",False,
923,777,11/02/2018,13:11,rsinger79,I’d be a bit screwed!,False,
924,778,11/02/2018,12:17,JackMac98_,Dishwashers anol,False,
925,779,11/02/2018,12:15,Sean67Lynch,Heavy nice a @curryspcworld selling speakers for a quid,False,
926,780,11/02/2018,11:58,RichardDixon66,....and a Tour Op with a direct sell brand at 10% less....,False,
927,781,11/02/2018,11:55,Degsycom,I know a travel agent who can do you one with a 5% discount!! ,False,
928,782,11/02/2018,11:41,Andy_Freeth,Wherever you buy the “Apple HomePod” from it’s the same price. Lots of industries/sectors could learn a thing or two from this. @Apple @Argos_Online @johnlewisretail @curryspcworld pic.twitter.com/mVLzcU8Mf0,False,
929,783,11/02/2018,11:36,PeriGumpster,"Seems like there are problems winning when you are ""No org, No Problem""...... ;) (#friendlybanterplease)",False,
930,784,11/02/2018,11:24,Franeire,"It was apparently a ""broken down delivery truck"". @curryspcworld must have quite an unreliable delivery fleet as exact same thing happened to my brother-in laws fridge freezer from currys! Hmm. Ive had food delivery every week4the last 3 years & never had a breakdwn /nondelivery!",False,
931,785,11/02/2018,11:09,highpeakmodels,@curryspcworld  I am about to cancel an order worth over a £1000 due to the appalling customer services at @curryspcworld. reference number CC354711,False,
932,786,11/02/2018,10:59,sox238,"@curryspcworld @TeamKnowhowUK Waited in all day for a delivery today.  Phoned to chase delivery, and told definitely on way.  Driver would call if any problems.  Now showing scheduled for Tuesday.  With no contact at all.  Appalling customer service!!",False,
933,787,11/02/2018,10:53,ClareEgo1,Haha I love my machine xx,False,
934,788,11/02/2018,10:53,LinziNatasha,"We bought some today
 Definitely  xx",False,
935,789,11/02/2018,10:52,ClareEgo1,You should try the Carmel hot chocolate it’s heaven ,False,
936,790,11/02/2018,10:33,ukrokuchannels,"Like all #RokuUK devices, #RokuExpress is available from multiple retail outlets (both online and in-store) in the UK... e.g. @AmazonUK, @Argos_Online @CurrysPCWorld, @Tesco, @VeryNetwork, etc. but give me a shout if you're having trouble locating one with this #Roku in stock",False,
937,791,11/02/2018,10:33,NorthBank99,"@curryspcworld atrocious service. Waited in for delivery only to get a call to say you can’t come. Can’t speak to anyone!!! Your tracker now says it’s due next Saturday. No fridge, no washing machine. You were quick enough to take my money. What’s the route for compensation?",False,
938,792,11/02/2018,10:17,DBLfroomie,That's highlights of the first games,False,
939,793,11/02/2018,10:16,CoachFykling,it says no org no problem on stream,False,
940,794,11/02/2018,10:06,theAestheticOwl,@curryspcworld not happy with the customer service I received today when trying to purchase a printer. What an absolute let down!,False,
941,795,11/02/2018,10:00,vouchercodesuk,For something that lasts a little longer than flowers look no further that @curryspcworld for the perfect Valentine's Gift  http://bit.ly/2kLFK5y pic.twitter.com/Q5apkN2mW9,False,
942,796,11/02/2018,09:42,CaDavidsonMusic,"@GAMEdigital Is this right? You undercut your own stores and turn cash at retail units away for your website advertised deals, and “professional help” is the reason why the cost is justified? Seems an odd way to do business. Do @hmvtweets and @curryspcworld do this too? pic.twitter.com/53PE8ayclc",False,
943,797,11/02/2018,09:38,jennev3322,@curryspcworld my husband puchased a laptop from your enfield store this afternoon the seal was broken and now have noticed a scratch on the laptop,False,
944,798,11/02/2018,09:37,NJ0N35,@curryspcworld any idea why it’s says £30 off marked price but in the checkout the cooker is full price?,False,
945,799,11/02/2018,09:30,TheLondonTree,"Get your Kitchen Appliances, TV+Entertainment, Cameras, Audio, Computing, PC Accessories, Phones & Smart Tech {https://www.currys.co.uk/gbuk/index.html?awc=1599_1514296146_54ec51c91ee449d79fc9d4e8df0bfed5&srcid=369&xtor=AL-1&cmpid=aff~http%3A%2F%2Fwww%2Ethelondontree%2Ecom%2F~Media%20Content~229659&awid=229659 …} From CURRYS PC WORLD||#Curryspcworld #currys #pcworld #london #england #ireland #wales #scotland #londonislovinitpic.twitter.com/hl1v7qcJZu",False,
946,800,11/02/2018,08:45,ESLUK,"[LIVE]  The @ESL Premiership 2018 Spring Season for @LeagueofLegends! https://www.twitch.tv/ESL_LOL  

Powered by @IntelUK & @curryspcworld! #ESLPrempic.twitter.com/dFFhbCtfOR",False,
947,801,11/02/2018,08:31,IAMCONOR14,Went in to @curryspcworld today fully prepared to buy a new laptop but the service was as so terrible I had to walk out the door... couldn’t believe it,False,
948,802,11/02/2018,08:01,MissJennn89,We are told it has been redeemed already. This was a gift for my parents I am really disappointed that it is not working. My husband is working away and has the receipt so I am unable to take it back to @curryspcworld at this time,False,
949,803,11/02/2018,08:01,LinziNatasha,Think im a bit obsessed with my new @DolceGustoUK machine  got it on sale at @curryspcworld for £30. The hot chocolate is just yummy,False,
950,804,11/02/2018,07:53,cball999,@curryspcworld hey would you mind DM me to discuss my shopping experience today #customerservice,False,
951,805,11/02/2018,07:48,ESLUK,"8 teams total, however only 4 teams play today and next Sunday. We have off stream matches on Tuesdays where all teams participate.",False,
952,806,11/02/2018,07:46,keatsie777,@curryspcworld how do you stay in business? Nothing ever in stock and small items fixed to shelves with tags so you can’t even look at the spec or see what they’re like. Staff who don’t give a toss. You have lost at least £10k of business from us thru this.,False,
953,807,11/02/2018,07:44,retiredgrinch,@curryspcworld hey my gf bought a Lenovo laptop from you about a month ago - several keys have stopped working - whats the best way to contact you lot (preferably not a premium number),False,
